event_type,sub_event_type,actor1,inter1,admin2,source_scale,fatalities
Strategic developments,Looting/property destruction,NPA: New People's Army,2,Lanao del Norte,National-Regional,0
Battles,Armed clash,NPA: New People's Army,2,Negros Occidental,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Cagayan,National,0
Explosions/Remote violence,Grenade,BIFF: Bangsamoro Islamic Freedom Fighters,2,Maguindanao,National,0
Battles,Armed clash,BIFF: Bangsamoro Islamic Freedom Fighters,2,Maguindanao,National,0
Explosions/Remote violence,Remote explosive/landmine/IED,BIFF: Bangsamoro Islamic Freedom Fighters,2,Maguindanao,National,0
Battles,Armed clash,NPA: New People's Army,2,Quezon,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Negros Oriental,National,1
Battles,Armed clash,BIFF: Bangsamoro Islamic Freedom Fighters,2,Maguindanao,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Davao del Sur,Subnational,1
Battles,Armed clash,NPA: New People's Army,2,Misamis Occidental,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,2
Battles,Armed clash,Unidentified Armed Group (Philippines),3,Palawan,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Batangas,National,2
Violence against civilians,Attack,NPA: New People's Army,2,Negros Occidental,National,1
Battles,Armed clash,NPA: New People's Army,2,Northern Samar,National,0
Explosions/Remote violence,Shelling/artillery/missile attack,NPA: New People's Army,2,Ilocos Sur,National-Regional,0
Battles,Armed clash,NPA: New People's Army,2,Isabela,National-International,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Laguna,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Zamboanga del Sur,National,0
Violence against civilians,Attack,Military Forces of the Philippines (2016-),1,Bukidnon,Local partner-Other,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Maguindanao,National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Ilocos Sur,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-) Counter Intelligence Task Force,1,Quezon,National,1
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Regional,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Regional,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Regional,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Misamis Oriental,National,1
Strategic developments,Agreement,BIFF: Bangsamoro Islamic Freedom Fighters,2,Maguindanao,National,0
Battles,Armed clash,Police Forces of the Philippines (2016-),1,Metro Manila,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,1
Strategic developments,Other,Civilians (Philippines),7,Surigao del Sur,National,0
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Cebu,Local partner-Other,1
Battles,Armed clash,BIFF: Bangsamoro Islamic Freedom Fighters,2,Cotabato,National-International,2
Battles,Armed clash,NPA: New People's Army,2,Palawan,National-Regional,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,1
Battles,Armed clash,Police Forces of the Philippines (2016-),1,Metro Manila,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Abra,National,1
Battles,Armed clash,Unidentified Armed Group (Philippines),3,Cebu,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Albay,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Isabela,National,1
Battles,Armed clash,NPA: New People's Army,2,Bukidnon,National,0
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Metro Manila,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-) Special Weapons and Tactics,1,Pangasinan,National,3
Battles,Armed clash,NPA: New People's Army,2,Bukidnon,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,National,3
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,La Union,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Ilocos Norte,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,National,1
Riots,Violent demonstration,Rioters (Philippines),5,Zambales,National,0
Battles,Armed clash,NPA: New People's Army,2,Isabela,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Benguet,National,1
Battles,Armed clash,NPA: New People's Army,2,Isabela,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Misamis Oriental,Subnational,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Leyte,National,3
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,National,1
Strategic developments,Disrupted weapons use,Unidentified Armed Group (Philippines),3,Cotabato,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,National,1
Protests,Peaceful protest,Protesters (Philippines),6,Zambales,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Bulacan,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Regional,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Regional,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Regional,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National-International,1
Strategic developments,Disrupted weapons use,Unidentified Armed Group (Philippines),3,Cotabato,National,0
Strategic developments,Disrupted weapons use,Unidentified Armed Group (Philippines),3,Cotabato,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-) Highway Patrol Group,1,Rizal,National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Quezon,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,2
Battles,Armed clash,NPA: New People's Army,2,Agusan del Sur,Subnational-National,2
Battles,Armed clash,Police Forces of the Philippines (2016-),1,Ilocos Sur,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Albay,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Quezon,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Metro Manila,International,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,National-International,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Misamis Oriental,Subnational,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,1
Battles,Armed clash,NPA: New People's Army,2,Isabela,National,0
Strategic developments,Non-violent transfer of territory,Military Forces of the Philippines (2016-),1,Davao del Sur,Subnational,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Laguna,National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Pangasinan,Regional,1
Battles,Armed clash,NPA: New People's Army,2,Masbate,National,3
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Laguna,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Benguet,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Battles,Armed clash,NPA: New People's Army,2,Agusan del Norte,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Explosions/Remote violence,Remote explosive/landmine/IED,NPA: New People's Army,2,Masbate,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,2
Battles,Armed clash,NPA: New People's Army,2,Occidental Mindoro,National,0
Explosions/Remote violence,Remote explosive/landmine/IED,NPA: New People's Army,2,Rizal,National,0
Explosions/Remote violence,Suicide bomb,ASG: Abu Sayyaf,2,Basilan,National-International,11
Battles,Armed clash,Unidentified Armed Group (Philippines),3,Negros Oriental,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,2
Battles,Armed clash,NPA: New People's Army,2,Bukidnon,National,0
Battles,Armed clash,NPA: New People's Army,2,Bukidnon,National,0
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Cagayan,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Nueva Vizcaya,National,1
Battles,Armed clash,Police Forces of the Philippines (2016-),1,Cebu,National,1
Battles,Armed clash,NPA: New People's Army,2,Batangas,National,1
Protests,Excessive force against protesters,Police Forces of the Philippines (2016-),1,Bulacan,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Negros Occidental,National,1
Battles,Armed clash,NPA: New People's Army,2,Davao del Sur,National,0
Violence against civilians,Attack,NPA: New People's Army,2,Surigao del Norte,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Zamboanga Sibugay,National,1
Battles,Armed clash,ASG: Abu Sayyaf,2,Sulu,National,0
Battles,Armed clash,Unidentified Armed Group (Philippines),3,Cebu,National,1
Battles,Armed clash,Unidentified Armed Group (Philippines),3,Cebu,National,1
Battles,Armed clash,NPA: New People's Army,2,Quezon,National,1
Battles,Armed clash,NPA: New People's Army,2,Quezon,National,1
Battles,Armed clash,NPA: New People's Army,2,Quezon,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Negros Occidental,National,1
Battles,Armed clash,Maute Group,2,Lanao del Sur,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Battles,Armed clash,NPA: New People's Army,2,Davao Oriental,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Pampanga,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,National,1
Strategic developments,Looting/property destruction,NPA: New People's Army,2,Agusan del Norte,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Albay,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,2
Battles,Armed clash,Unidentified Armed Group (Philippines),3,Metro Manila,National,1
Violence against civilians,Attack,NPA: New People's Army,2,Negros Oriental,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Nueva Vizcaya,National,2
Protests,Peaceful protest,Protesters (Philippines),6,Camarines Sur,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Albay,National,0
